001/02	013/02	014/02	022/02	033/02	034/02	035/02	057/02	060/02	061/02	065/02	080/02	085/02	086/02	087/02	098/02
-0.0165773666576304	0.0117941047062153	-0.0359566490243876	0.0318171319387956	0.0241430053128969	0.0093921512756989	0.0377877001870819	0.0164531560082380	-0.0059738634520110	-0.0047852143206863	-0.0044989289749162	-0.0458459331038104	-0.0075185838294036	0.0028648722520177	0.0262510664527543	-0.0142275870666307
-0.0283273390142339	0.0034845918267546	0.0095970800363792	0.0512065151947690	0.0265387368442194	0.0233880085688461	0.0646116738942717	-0.0224963147557170	-0.0172520435992765	0.0093946689533498	-0.0280488573421752	-0.0480693534965603	0.0363649308523658	0.0569467636570097	0.0279657082189641	0.0333332198348269
0.0286459773614790	0.0046707270681038	0.0078979905210816	0.0321000133981220	0.0042568235970874	0.0073758667893320	0.0714873543467420	-0.0211288717616314	-0.0228652549670054	-0.0290564775021898	0.0101351417392017	-0.0284335298160863	-0.0099998918740979	0.0426902929071884	0.0227443627795120	-0.0033731277841006
0.0418513611161047	0.0012856705196843	0.0035504895995983	0.0298174273752025	-0.0481306977773581	-0.0162637773285680	0.0219701695153907	0.0036451299682396	-0.0272134689670904	-0.0277498095873718	0.0385649781251531	-0.0304650158558656	-0.0281978463010402	0.0244599486537784	0.0059591996179832	0.0081352937295259
0.0553494679961930	0.0192217050391689	0.0136475131161643	0.0085632847522888	-0.0304288574177733	-0.0224681396945805	0.0068606011853050	-0.0047770958799024	-0.0173892957645250	-0.0190984852295799	0.0229744925949099	-0.0306345732133508	0.0212170808266875	-0.0233171917374193	0.0048430002057553	0.0326644276155768
0.0503180407070711	0.0163669103177625	-0.0125379707328855	0.0053288477111378	-0.0380388012048313	-0.0270870802674656	-0.0092965714902851	-0.0014711218916897	-0.0149210633552350	-0.0168050998722931	0.0184380879347308	-0.0148441652642016	0.0209065138885074	0.0101158248806129	0.0281859961472908	0.0221732190213797
0.0229243085628173	0.0236059820874188	-0.0274640931227902	-0.0031899024023716	-0.0273190150376636	-0.0039062680488255	-0.0173429338723767	0.0268111763046385	-0.0226357019328297	-0.0148053045601593	0.0216113306129240	0.0024109199556602	0.0152083276667612	0.0101517388587944	-0.0074457230612084	0.0235924652361597
0.0145609468631000	0.0222484895439154	-0.0157507006584180	0.0105538379952519	-0.0010719808679281	0.0089040169977409	0.0046150282634753	0.0283838106742987	-0.0055109073813888	-0.0170910601904644	0.0315036954547026	-0.0036316446073875	0.0210293759232089	-0.0229040161821016	-0.0465042022215956	0.0049660559230597
-0.0079767917751529	0.0132906145843879	-0.0075217679438607	0.0025864828956472	-0.0052934431489266	0.0058923065395909	0.0092052282305648	0.0181343647419667	-0.0200920111249150	-0.0268916088555334	0.0329857686829579	0.0113374507163353	0.0146382539092230	-0.0031638983108629	-0.0283448808465712	0.0090529284696620
-0.0026776807925336	0.0223701545938537	-0.0105645368241872	0.0084964528491281	-0.0016030816775335	0.0131109428408025	0.0058512010392537	0.0232519780332884	-0.0195206568070739	-0.0307343339561287	0.0197628627400242	0.0031865830065415	0.0099491987207070	0.0032638333391883	-0.0263918841392404	0.0055452513528883
-0.0090518073836976	0.0208706336562999	-0.0020552325804814	0.0068543383328911	0.0184936082791931	0.0226441976819161	0.0100861461452925	0.0247630441253174	-0.0009621800077901	-0.0115926144810978	0.0121082932899950	0.0107596381145330	0.0099091314380068	-0.0055748052311172	-0.0141809074378066	0.0073207505891858
-0.0159932154866016	0.0072398788074944	0.0118849910696040	0.0115927982827053	0.0193880566712242	0.0307500718932688	0.0114371101253273	0.0093837197522587	0.0196725487270438	-0.0006571518255186	-0.0017254068030456	0.0134846767990501	-0.0086478010432844	-0.0076065377939593	-0.0039620600694008	-0.0003373425269609
-0.0129895622941331	0.0185954890502307	0.0202788385409684	0.0185394252036676	0.0075984610928399	0.0229143750769156	0.0009354437298990	0.0210979164508925	0.0125847101148218	-0.0003532861976330	0.0107867151130708	0.0273721107795002	0.0101593753277829	-0.0223625529741190	-0.0197549068628988	-0.0004074255412623
-0.0106015522603433	0.0016931123327878	0.0200304580187316	0.0160948748853597	0.0190348099639219	0.0330183846038593	0.0082775049609941	-0.0051282798746642	0.0254423839140601	0.0029616527154016	-0.0052105330914786	0.0245486464508744	0.0008426522778372	-0.0187962327815826	-0.0035163804529828	-0.0046184370332127
