""number"",""logFC"",""AveExpr"",""t"",""P.Value"",""adj.P.Val"",""B""
6245,0.0773423832471257,-0.292096880582345,0.163722700588981,0.870090642752427,0.949642707381307,-5.98778114283266
6246,-0.66589285608015,-0.463583901667319,-1.32790899637936,0.185500889879242,0.460825905861256,-5.17157374446838
6247,-1.12443895180724,-0.586162324239697,-2.32945735614524,0.0206861174252537,0.157514450279651,-3.47057501718164
6248,-1.1178025648985,-0.682175487195903,-2.42788507121279,0.015941839403052,0.139523496889313,-3.25512327127238
6249,-1.20695035901055,-0.690007831255794,-2.84240969766764,0.00487248062173628,0.0771356674896927,-2.25578237785408
6250,-1.07395025210214,-0.65352236226809,-2.84962747165239,0.00476694960681614,0.0768782209998138,-2.23708102286322
6251,-0.77925002485101,-0.604904955452421,-2.22348805491852,0.0271377586475948,0.180750485284677,-3.69303670413212
6252,-0.39823803319489,-0.50124173982415,-1.17851384511744,0.239787794767947,0.526530466226813,-5.3470316963935
6253,-0.0629377180705557,-0.444537985260583,-0.180281111334046,0.857087777935466,0.944617346247791,-5.98509335851653
6254,0.175737805395979,-0.333215384915206,0.429031612195775,0.668294595129508,0.850087475269944,-5.91360057662885
6255,0.208356044356587,-0.288032705588004,0.469769014232856,0.638957145053985,0.836912385278314,-5.89633703852716
6256,0.644000829178709,-0.308811499848153,1.39535182469275,0.16423141073365,0.433832701678381,-5.08562048905032
6257,0.731222935763804,-0.325736291956815,1.66314001192207,0.0976219822552401,0.340564167610966,-4.70318410031095
6258,0.470755157079649,-0.459362248784633,1.25733354915217,0.209885224431837,0.489652042426649,-5.25703112624717
6259,0.197982108101374,-0.591971803777425,0.582556681060091,0.560752201571418,0.787841303130728,-5.84039575840401
6260,-0.0190577245767233,-0.736794337144981,-0.0595209170236438,0.952587961689537,0.983223279763414,-5.99875843379856
6261,-0.139336070730919,-0.880373097469491,-0.37811508219432,0.705687586358501,0.870809785602438,-5.93298088639226
6262,0.336354762811452,-0.79059229418243,0.854885414568098,0.393488235901099,0.669046532592352,-5.65610485094574
6263,0.378160687933618,-0.532964617266856,0.855812604096034,0.392976146655157,0.668439773848354,-5.65535878625102
6264,0.859436375982543,-0.362274096601966,1.86455698141315,0.0634944588697466,0.276867989765194,-4.37254010565094
6265,1.10565474783887,-0.390743845498857,2.50174433782245,0.0130419170872845,0.126355548749956,-3.08790328842837
6266,0.99740324977902,-0.573877136732786,2.26149833698024,0.0246463766879646,0.172498113713496,-3.61437827292672
6267,0.432607374571736,-0.844580288508046,0.970091715099432,0.333001547722266,0.618062355384517,-5.55725777016954
6268,0.04775627940608,-1.04912142824093,0.101712746384282,0.919071710539821,0.968319742007455,-5.99554816625889
6269,-0.309116607103897,-1.15412008891802,-0.615637142384816,0.538731829040149,0.77235866683765,-5.82172062078743
6270,-0.488331420101027,-1.03757394203087,-0.962401170445188,0.336840714393737,0.621368649834469,-5.56424192388865
6271,0.0848257072026939,-0.729092004826315,0.177963798335275,0.858905237154276,0.94565225036725,-5.98548507554597
6272,0.735330846793801,-0.446495167446865,1.54081207179902,0.124712540025585,0.380978252855017,-4.88601774105597
6273,1.14261995044223,-0.236645098136512,2.12913363671832,0.0342869745291465,0.203080759728342,-3.88277566935024
6274,0.891281935523673,-0.220339471162108,1.56124970792637,0.119815057251287,0.374264516883601,-4.85642091391628
6275,0.413831273725527,-0.308783467583979,0.718338594887275,0.473264528827091,0.726256971179421,-5.75719735205797
6276,-0.617837553341666,-0.75189744060488,-1.27218773528113,0.204568090864917,0.485149387277225,-5.23942664212398
6277,-1.02170614481004,-1.14959990284384,-2.33403545331671,0.0204406256622322,0.156475260625016,-3.4607418361355
6278,-0.776437139448457,-1.42519155098701,-1.57101245281268,0.117529738632463,0.370478150431196,-4.84214832969539
6279,-0.739492549109437,-1.37315577787149,-1.58386698866962,0.114573349203035,0.367397334167283,-4.82322304124177
6280,-0.558256829197159,-1.24962661650065,-1.2700968623622,0.205310509518751,0.485373684914319,-5.24191696926989
6281,-0.233219877443447,-1.09695850351653,-0.548298521590374,0.584009187032368,0.802483370122708,-5.85865207423045
6282,-0.727002677813385,-0.852870589441132,-1.71764417611041,0.0871833266593967,0.321751781488998,-4.6173358899126
6283,-1.03549353495333,-0.632840643673528,-2.08878092444066,0.0378075499367088,0.213787669110267,-3.96151185544399
6284,-1.1196511387249,-0.57257697027289,-2.18021465815034,0.0302377561557829,0.192178696933249,-3.78103413426131
6285,-1.02457415676771,-0.860394944019613,-2.14144554064274,0.0332705760800683,0.200648600281196,-3.8584647843641
6286,-0.761852747046542,-0.860448923095419,-1.73670672243022,0.0837538080757235,0.314012971331359,-4.58667473769423
6287,-0.044239421737442,-0.828354567869139,-0.111204679883713,0.911549282033817,0.965278749723981,-5.99459446057411
6288,0.142187305920074,-0.763854271045812,0.392575538530511,0.694990058620484,0.865922220028879,-5.92772506089071
6289,-0.0261846618094962,-0.621791166599932,-0.0784826876320997,0.937511113296651,0.976163185553229,-5.99752353723273
6290,0.245631924102698,-0.472410153396297,0.740444649178379,0.459771888243951,0.717855769430058,-5.74201539375151
6291,0.59222272827689,-0.314248920245749,1.67397829088895,0.0954697844720861,0.336547598802131,-4.68632788954635
6292,0.792638154956183,-0.322607910315055,1.86759446445473,0.063067689047208,0.276330153848953,-4.36727331749923
6293,0.528235416094953,-0.410179956860225,1.06629346293782,0.287388967726643,0.578640784262832,-5.46523922703748
6294,-0.560216794979643,-0.503456439012312,-1.16334609284739,0.245872986551038,0.532450263711889,-5.36369130740451
6295,-0.426119981933729,-0.482668712840913,-1.01201281559503,0.312576296913648,0.601140479906283,-5.51821846238492
6296,-0.378726965770802,-0.448692452996628,-1.00320187600373,0.31679882240235,0.604555035840254,-5.52655954561385
6297,-0.709078795972674,-0.430784630771579,-2.0022369690637,0.0464124149091778,0.23763597930906,-4.12548719594561
6298,-0.66094241659585,-0.448513135770402,-1.90907670449949,0.0574744227800416,0.263421888760893,-4.29451522591448
6299,-0.430956246565972,-0.458760873345496,-1.27106413638897,0.204966809156982,0.485373684914319,-5.2407654025725
6300,-0.324852152616206,-0.414832108001435,-0.914152749260184,0.361576745524437,0.64287158768642,-5.60680041042178
