"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"
"1"	-0.00309644102471445	0.00504164478815467	-0.247618614257975	0.804644182922537	0.918500929182979	-7.50515033412997
"2"	-0.00502120796671629	0.00405381263453402	-0.41699281503384	0.677061618472874	0.859753594442191	-7.44881432178508
"3"	-0.00846628287825497	0.00504757539970494	-0.763545434095227	0.445898604205405	0.702025371008582	-7.24429189992014
"4"	0.0125228369986373	0.00596581687193047	1.27633242459853	0.203088993783643	0.488139105348794	-6.72297854186792
"5"	0.00381160501567929	0.00499612610087079	0.401145982093942	0.688674565870682	0.86569815017072	-7.45530139674305
"6"	0.00767756289434219	0.0046681366170056	1.04085936151245	0.299002881809768	0.585183924627322	-6.99462397256235
"7"	0.00834423199230901	0.00281557297177915	1.38942309081435	0.166009811966812	0.443126117502194	-6.57315781574682
"8"	0.00739994731011048	0.00556882359172683	0.932010008773253	0.352281078180257	0.630221078273554	-7.10170668283695
"9"	0.0159814678115626	0.00817612216792911	2.76796656786131	0.00608696554979439	0.0801543536923995	-3.76053135516183
"10"	0.0159988597968692	0.00740437858709001	3.344171094817	0.000959395038752841	0.0303761399769833	-2.06478048019974
"11"	0.0103067133955288	0.00817563768892359	2.27632828884579	0.0237203161709756	0.16421170648267	-4.96939759678844
"12"	0.00503928350608747	0.00889936512089292	1.10091827130061	0.272050595536371	0.559298097101749	-6.93052774478664
"13"	0.00599425494825975	0.00855460971226855	1.01394175362246	0.311645929613952	0.594780193605244	-7.02219515189948
"14"	0.00283217419903112	0.00789995765270723	0.519222861397314	0.604090513132847	0.815427507695938	-7.40093654000643
"15"	-0.00532253281506256	0.008272279266918	-0.932237670281004	0.35216368272506	0.630221078273554	-7.10149495167615
"16"	-0.011722686327994	0.00780072100929917	-2.01981221385679	0.0445298530740415	0.223609967739735	-5.51057875824671
"17"	-0.019477316539484	0.00684378192038224	-3.34459176739849	0.000958007410635832	0.0303761399769833	-2.06343534177793
"18"	-0.00888412615288388	0.00634986749579123	-1.24109579915551	0.215799034222772	0.501769403274054	-6.76709824854318
"19"	-0.00417184158381247	0.00741885170160313	-0.826131517261264	0.409561475304672	0.675001128053668	-7.19460850179389
"20"	-0.00680262181052846	0.00735515772295708	-1.35963522451367	0.175239234206373	0.455114681841158	-6.61383469651738
"21"	-0.00833204314187145	0.00651325077347035	-1.37314808695118	0.171005764371255	0.449140970337314	-6.59548968946387
"22"	-0.0132615681073953	0.00536524046966142	-2.30232819871049	0.02218537662752	0.158942701779547	-4.91108555599847
"23"	-0.0109490925379201	0.00436096800855256	-2.276724206682	0.0236962644681288	0.164177175864461	-4.96851439162398
"24"	-0.00620448764632864	0.00288799044840135	-1.42443904101993	0.155636562602143	0.430148291761762	-6.52423309215571
"25"	-0.00159414179717389	0.00235988800637163	-0.378154069641412	0.705655077881745	0.873071793249537	-7.4642671677898
"26"	0.00641918046933869	0.00252304229478919	1.32854211986454	0.185278580303677	0.467747620900538	-6.65536808463206
"27"	0.00357375533184133	0.0073751239438945	0.39155132134029	0.695742046726433	0.868996447629883	-7.45910710388709
"28"	-0.0101866929912724	0.00918384852307756	-1.6088115146595	0.108990568652241	0.357707654476278	-6.2469237747401
"29"	-0.00522052419673967	0.00779011433935351	-1.11909412713603	0.264234424538742	0.551390141764787	-6.91042866309554
"30"	-0.00379712938019956	0.00726955561901306	-0.621094856266792	0.535134894474891	0.766563824221185	-7.34285133373
"31"	-0.00320421841235736	0.00730634575147986	-0.409364337269443	0.68264252199216	0.862231554275253	-7.45196844750473
"32"	0.00325004826102712	0.00605945113844827	0.447689815820218	0.654786549638746	0.845740347348435	-7.43553439108458
"33"	0.00681601018046528	0.00471520502550528	1.08995274183766	0.276842404013743	0.56349959427236	-6.94249601221229
"34"	0.00725029212631188	0.00368410266393784	1.40277090737049	0.161995527877688	0.437748818977925	-6.55464930987709
"35"	0.00811766363646049	0.00365597960837075	1.60540046829603	0.109739091190251	0.359070309016126	-6.25235406128921
"36"	0.00176616807660882	0.00356512374561841	0.217391952671567	0.828090189279844	0.927887561874968	-7.51218657162517
"37"	-0.0164905318424581	0.00738135392868283	-2.02882967223186	0.0435952748621738	0.221645736077733	-5.49261054223291
"38"	-7.59309952333117e-05	0.00714881199785564	-0.0134911681967463	0.989247296725864	0.994675740735918	-7.53575631209333
"39"	-0.00464727912839459	0.00677419309289138	-0.777673183782996	0.437538343883437	0.694321160218324	-7.23341680162326
"40"	0.00442642835915283	0.00557376989040043	0.609373437939885	0.542861443366459	0.772257399240127	-7.350061445069
"41"	0.00173873504699105	0.0067920457042352	0.247190122878755	0.804975373247224	0.918500929182979	-7.50525646804855
"42"	0.000471472084124113	0.00800600797494757	0.0747992907011538	0.940437587012879	0.973889536883484	-7.53304603410135
"43"	-0.00138907878711294	0.00832782894613422	-0.253660672976293	0.799977926527868	0.91663250442496	-7.50363420402467
"44"	0.000909699400492838	0.00841651764757664	0.201128500825706	0.840770833994336	0.933322818040632	-7.5155940733876
"45"	0.00194305655775243	0.00761368716649154	0.461697767974486	0.644722129794783	0.839483970636932	-7.42916158523285
"46"	0.00102585910459676	0.0075326937982049	0.195604003359046	0.845087949110343	0.935137246005905	-7.51669132319488
"47"	0.000413964563195328	0.00432448680484188	0.043774350504974	0.965121180370472	0.983391339961015	-7.53488799141746
"48"	-0.0188867367832217	0.00438657836219172	-2.53717362854389	0.0118185154448649	0.113182779647753	-4.35581690137329
"49"	-0.0072711328208275	0.00357486284435639	-1.19730472945917	0.232385565035068	0.521046980213841	-6.82022955604115
