001/01	013/01	014/01	022/01	033/01	034/01	035/01	057/01	060/01	061/01	065/01	080/01	085/01	086/01	087/01	098/01
0.0157254401435438	0.0039420264420999	0.0531593258717325	0.0489414824774500	0.0204871692908249	-0.0199065119983690	-0.0237272376449880	0.0099562257976819	0.0291719590328428	0.0199317633128451	-0.0103313787873183	0.0279348397061651	0.0006571961527004	-0.0121214374637855	-0.0143350531146494	-0.0198964299064488
0.0020963156061714	0.0116775539997947	0.0467348812588015	0.0338144144619283	0.0078271190159479	-0.0276962040905801	-0.0300898837309983	0.0061618778018132	-0.0264356244644019	0.0366581189431125	-0.0045348936634190	-0.0102005548653874	0.0390817337677105	0.0162152990099350	-0.0339113156803464	-0.0159749059201710
0.0029254661429019	0.0240448738072839	0.0208263590877901	0.0339467662260705	0.0586820630672071	-0.0049157297172440	-0.0402181534325055	0.0140365120518853	-0.0022750489822724	0.0204578615418974	-0.0017202775060924	-0.0057831865126637	0.0251183092309209	-0.0051754945270922	-0.0164344639550004	0.0312623953316610
0.0187502157303674	0.0488610419203859	0.0202153397354734	0.0059279865473696	0.0187331125296585	-0.0384415934201034	-0.0328920004922110	-0.0080448422352508	0.0041836410006757	0.0012318615207656	0.0164182746399011	-0.0067182751948842	-0.0077597781846212	-0.0034142767253376	0.0016929569010753	-0.0057345825475924
0.0107654731024328	0.0360556168882912	-0.0005779885490582	-0.0242110487109102	0.0095490936395732	-0.0225570653854041	-0.0170433578184118	0.0138300268041093	0.0165569827402297	0.0174713176499158	0.0402526396332349	-0.0354286854299233	-0.0077511338973253	0.0377047615033142	0.0355519710847092	0.0027744170197764
0.0015841443980951	0.0135258285719504	-0.0036224011534289	-0.0131236239809379	0.0049060478850000	-0.0072519969015584	-0.0223887755349380	-0.0002463446229991	0.0115482635287165	0.0001593155744322	0.0238785869415759	-0.0001056500100999	-0.0136794562557378	0.0169085668585034	0.0291802672577438	0.0043083716397977
-0.0120553367450079	0.0032688984021381	0.0049642521747358	0.0034978798199768	0.0052768695775730	0.0184947240903705	-0.0107974551725935	-0.0057792873644254	0.0043879364990492	-0.0025732089203147	0.0023549099976259	-0.0311571013939136	-0.0068091531763906	0.0183379921211921	0.0137728972683011	0.0130923339304130
-0.0087522446007133	0.0065773829876219	0.0106006904209665	0.0163100100679605	-0.0108189871077007	0.0070377722284302	-0.0066002316560669	-0.0195755016587719	0.0060364800588896	-0.0069016334026553	-0.0020536786100078	-0.0223726162507253	0.0106225054347382	0.0256985673382744	0.0122135544646027	0.0428016724416086
0.0000585090547401	0.0143519180203673	0.0153719112972469	0.0198818692336031	0.0050865074891389	0.0044380141798740	-0.0070705521710941	0.0030303900296331	0.0159668794250048	0.0007320505270462	0.0160008546046190	-0.0368733462805508	-0.0072257598906835	0.0120196744292659	0.0033750608897154	0.0165035295812949
-0.0027417605805062	0.0052966407089916	0.0150031645678692	0.0234447209825258	0.0007997075102336	0.0073360311766943	0.0080760363795461	-0.0240848518287498	0.0144301793882892	0.0018063325569633	0.0036029346085067	-0.0108139497308125	-0.0200758192948959	0.0030323122866697	-0.0037202439236446	0.0095374915906206
0.0074174069344758	-0.0032470510199885	0.0193341369710090	0.0271637654988000	0.0051395752284953	0.0118759579245487	0.0148567593465068	-0.0111764895958218	0.0009501858855398	0.0011805065028325	-0.0046902681231303	0.0090816526340900	-0.0057465450867573	-0.0046019470505805	-0.0075089028307953	-0.0028027637441129
0.0114638157031601	-0.0032937749866006	0.0202357181711823	0.0178497110010076	-0.0002418728545013	0.0182292192195655	0.0222692572738810	0.0168388187344649	0.0044737521121043	0.0074851066939094	-0.0021324971203805	0.0130538554131467	0.0150530405321679	-0.0117399609881064	-0.0140587259053793	0.0100047925512848
0.0085434792070382	-0.0074029319859182	0.0146541949870997	0.0177527715045530	-0.0047240093062531	0.0043201680957956	0.0365535558944191	-0.0078279978085499	0.0057561678986554	0.0071391323405957	-0.0053176891016301	0.0228153438501011	-0.0036491635453750	-0.0101005839689001	-0.0100399400344646	0.0062586988666762
0.0159372600008361	-0.0032949054503132	0.0108677186163326	0.0223623238639077	-0.0169512836040724	0.0101995272836837	0.0301837861033818	0.0152626702397942	0.0103383538139817	-0.0017208812663788	-0.0005048677699383	0.0307884449559840	0.0057474736038397	-0.0178927752458980	-0.0174815743634871	0.0060361631820835
0.0163599640331461	0.0006488908780070	0.0064330044192975	0.0127551850750696	-0.0152229093315992	0.0180442274224449	0.0360413233328673	0.0348072682373468	0.0041532609545247	0.0100365304721597	-0.0037440178087158	0.0393712310032210	0.0240305294570704	-0.0076472267321919	-0.0278528064121294	0.0085427992160541
